Conceito Médio de Graduação;Conceito Médio de Mestrado;Conceito Médio do doutorado;DOC. EXERCÍCIO;Cotitular_Sistema_S;Cotitular_Unidades_Centros_Pesquisa;Cotitular_Orgao_Publico;Cotitular_Pessoa_Fisica;Cotitular_Empresa_Parc_Estrangeiro;Cotitular_Entidade_Privada;Cotitular_Empresa_Pública_SEM;Cotitular_Empresa_Privada;Cotitular_Agencia_Fomento;ÁREA DE CONHECIMENTO DE ORIGEM;Região;Houve TT?
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Indeterminada;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Indeterminada;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Indeterminada;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências da Saúde;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Biológicas;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Norte;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Sim;Não;Sim;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Indeterminada;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências Biológicas;PF;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências Biológicas;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Ciências Biológicas;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências Biológicas;PF;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências Biológicas;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Ciências Exatas e da Terra;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Ciências Exatas e da Terra;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sudeste;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências da Saúde;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Centro-Oeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Humanas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Humanas;Sudeste;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Ciências Sociais Aplicadas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Ciências Sociais Aplicadas;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;DF;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Ciências Sociais Aplicadas;Sul;SIM
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Ciências agrárias;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;Centro-Oeste;SIM
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Nordeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Engenharias;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Engenharias;PF;SIM
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;PF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências da Saúde;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Biológicas;DF;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Norte;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Norte;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Norte;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Norte;NÃO
